50136	5258	12231	4385	2019	10	1	17	34	15	56	14	9	9	9	9	9
50136	5258	12231	4385	2019	10	2	14	49	15	71	15	9	9	9	9	9
50136	5258	12231	4385	2019	10	3	9	29	15	57	14	9	9	9	9	9
50136	5258	12231	4385	2019	10	4	22	74	10	113	12	9	9	9	9	9
50136	5258	12231	4385	2019	10	5	19	58	12	109	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	6	31	77	10	125	11	9	9	9	9	9
50136	5258	12231	4385	2019	10	7	37	69	15	106	16	9	9	9	9	9
50136	5258	12231	4385	2019	10	8	28	56	12	99	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	9	14	36	15	67	16	9	9	9	9	9
50136	5258	12231	4385	2019	10	10	22	57	13	107	14	9	9	9	9	9
50136	5258	12231	4385	2019	10	11	43	61	11	96	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	12	22	55	12	81	12	9	9	9	9	9
50136	5258	12231	4385	2019	10	13	17	45	14	76	16	9	9	9	9	9
50136	5258	12231	4385	2019	10	14	22	56	13	89	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	15	11	53	15	87	14	9	9	9	9	9
50136	5258	12231	4385	2019	10	16	5	29	11	44	11	9	9	9	9	9
50136	5258	12231	4385	2019	10	17	8	27	7	31	7	9	9	9	9	9
50136	5258	12231	4385	2019	10	18	17	44	10	73	10	9	9	9	9	9
50136	5258	12231	4385	2019	10	19	7	14	8	26	8	9	9	9	9	9
50136	5258	12231	4385	2019	10	20	18	50	6	92	6	9	9	9	9	9
50136	5258	12231	4385	2019	10	21	51	83	10	137	10	9	9	9	9	9
50136	5258	12231	4385	2019	10	22	28	54	10	92	11	9	9	9	9	9
50136	5258	12231	4385	2019	10	23	7	31	10	42	10	9	9	9	9	9
50136	5258	12231	4385	2019	10	24	26	44	14	65	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	25	14	45	13	92	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	26	10	20	4	31	4	9	9	9	9	9
50136	5258	12231	4385	2019	10	27	9	21	12	24	13	9	9	9	9	9
50136	5258	12231	4385	2019	10	28	3	15	12	18	1	9	9	9	9	9
50136	5258	12231	4385	2019	10	29	7	18	7	31	7	9	9	9	9	9
50136	5258	12231	4385	2019	10	30	18	42	9	67	10	9	9	9	9	9
50136	5258	12231	4385	2019	10	31	42	67	13	114	15	9	9	9	9	9
50246	5221	12443	3619	2019	10	1	14	58	15	115	15	9	9	9	9	9
50246	5221	12443	3619	2019	10	2	24	60	14	108	14	9	9	9	9	9
50246	5221	12443	3619	2019	10	3	18	50	1	92	1	9	9	9	9	9
50246	5221	12443	3619	2019	10	4	27	54	11	81	11	9	9	9	9	9
50246	5221	12443	3619	2019	10	5	23	65	11	92	11	9	9	9	9	9
50246	5221	12443	3619	2019	10	6	21	81	12	128	12	9	9	9	9	9
50246	5221	12443	3619	2019	10	7	39	65	13	102	14	9	9	9	9	9
50246	5221	12443	3619	2019	10	8	23	55	12	84	15	9	9	9	9	9
50246	5221	12443	3619	2019	10	9	19	37	4	64	15	9	9	9	9	9
50246	5221	12443	3619	2019	10	10	39	73	14	118	14	9	9	9	9	9
50246	5221	12443	3619	2019	10	11	43	73	13	113	14	9	9	9	9	9
50246	5221	12443	3619	2019	10	12	28	53	13	84	13	9	9	9	9	9
50246	5221	12443	3619	2019	10	13	21	60	14	102	13	9	9	9	9	9
50246	5221	12443	3619	2019	10	14	25	68	14	115	13	9	9	9	9	9
50246	5221	12443	3619	2019	10	15	26	64	15	117	13	9	9	9	9	9
50246	5221	12443	3619	2019	10	16	21	34	13	48	11	9	9	9	9	9
50246	5221	12443	3619	2019	10	17	14	31	14	41	14	9	9	9	9	9
