50136	5258	12231	4385	2019	11	1	21	55	14	83	13	9	9	9	9	9
50136	5258	12231	4385	2019	11	2	14	49	14	82	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	3	17	40	12	60	11	9	9	9	9	9
50136	5258	12231	4385	2019	11	4	13	60	14	101	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	5	44	74	14	122	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	6	34	91	14	150	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	7	15	46	12	68	15	9	9	9	9	9
50136	5258	12231	4385	2019	11	8	15	35	12	49	10	9	9	9	9	9
50136	5258	12231	4385	2019	11	9	9	24	14	40	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	10	13	28	2	44	1	9	9	9	9	9
50136	5258	12231	4385	2019	11	11	39	83	14	140	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	12	32	60	13	96	13	9	9	9	9	9
50136	5258	12231	4385	2019	11	13	16	46	14	67	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	14	23	60	13	89	12	9	9	9	9	9
50136	5258	12231	4385	2019	11	15	34	76	13	126	13	9	9	9	9	9
50136	5258	12231	4385	2019	11	16	28	59	12	89	13	9	9	9	9	9
50136	5258	12231	4385	2019	11	17	16	36	1	54	1	9	9	9	9	9
50136	5258	12231	4385	2019	11	18	35	51	15	90	15	9	9	9	9	9
50136	5258	12231	4385	2019	11	19	26	52	14	90	14	9	9	9	9	9
50136	5258	12231	4385	2019	11	20	10	28	10	40	10	9	9	9	9	9
50136	5258	12231	4385	2019	11	21	7	18	10	22	7	9	9	9	9	9
50136	5258	12231	4385	2019	11	22	19	36	1	54	1	9	9	9	9	9
50136	5258	12231	4385	2019	11	23	40	71	13	113	13	9	9	9	9	9
50136	5258	12231	4385	2019	11	24	11	37	10	59	10	9	9	9	9	9
50136	5258	12231	4385	2019	11	25	7	26	11	39	11	9	9	9	9	9
50136	5258	12231	4385	2019	11	26	14	44	16	65	16	9	9	9	9	9
50136	5258	12231	4385	2019	11	27	8	25	11	41	11	9	9	9	9	9
50136	5258	12231	4385	2019	11	28	13	27	11	41	11	9	9	9	9	9
50136	5258	12231	4385	2019	11	29	7	19	8	28	8	9	9	9	9	9
50136	5258	12231	4385	2019	11	30	6	19	12	24	12	9	9	9	9	9
50246	5221	12443	3619	2019	11	1	30	57	13	92	15	9	9	9	9	9
50246	5221	12443	3619	2019	11	2	45	68	14	120	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	3	20	43	12	64	11	9	9	9	9	9
50246	5221	12443	3619	2019	11	4	19	35	16	74	15	9	9	9	9	9
50246	5221	12443	3619	2019	11	5	40	86	14	146	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	6	51	80	14	156	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	7	33	69	14	105	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	8	30	72	14	128	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	9	19	35	13	43	13	9	9	9	9	9
50246	5221	12443	3619	2019	11	10	12	35	4	53	3	9	9	9	9	9
50246	5221	12443	3619	2019	11	11	38	99	13	148	13	9	9	9	9	9
50246	5221	12443	3619	2019	11	12	49	103	13	171	13	9	9	9	9	9
50246	5221	12443	3619	2019	11	13	25	72	13	109	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	14	26	81	13	121	13	9	9	9	9	9
50246	5221	12443	3619	2019	11	15	57	94	13	141	15	9	9	9	9	9
50246	5221	12443	3619	2019	11	16	50	81	14	126	13	9	9	9	9	9
50246	5221	12443	3619	2019	11	17	10	35	12	57	11	9	9	9	9	9
50246	5221	12443	3619	2019	11	18	30	65	15	117	15	9	9	9	9	9
50246	5221	12443	3619	2019	11	19	24	54	15	100	15	9	9	9	9	9
50246	5221	12443	3619	2019	11	20	24	43	11	68	11	9	9	9	9	9
50246	5221	12443	3619	2019	11	21	18	38	13	44	13	9	9	9	9	9
50246	5221	12443	3619	2019	11	22	21	60	5	90	5	9	9	9	9	9
50246	5221	12443	3619	2019	11	23	49	84	13	143	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	24	30	57	13	102	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	25	23	39	13	48	14	9	9	9	9	9
50246	5221	12443	3619	2019	11	26	17	30	13	57	1	9	9	9	9	9
50246	5221	12443	3619	2019	11	27	25	52	12	74	12	9	9	9	9	9
