50136	5258	12231	4385	2019	10	1	63	0
50136	5258	12231	4385	2019	10	2	78	0
50136	5258	12231	4385	2019	10	3	100	0
50136	5258	12231	4385	2019	10	4	101	0
50136	5258	12231	4385	2019	10	5	103	0
50136	5258	12231	4385	2019	10	6	52	0
50136	5258	12231	4385	2019	10	7	47	0
50136	5258	12231	4385	2019	10	8	92	0
50136	5258	12231	4385	2019	10	9	6	0
50136	5258	12231	4385	2019	10	10	80	0
50136	5258	12231	4385	2019	10	11	96	0
50136	5258	12231	4385	2019	10	12	97	0
50136	5258	12231	4385	2019	10	13	76	0
50136	5258	12231	4385	2019	10	14	84	0
50136	5258	12231	4385	2019	10	15	93	0
50136	5258	12231	4385	2019	10	16	97	0
50136	5258	12231	4385	2019	10	17	95	0
50136	5258	12231	4385	2019	10	18	96	0
50136	5258	12231	4385	2019	10	19	94	0
50136	5258	12231	4385	2019	10	20	70	0
50136	5258	12231	4385	2019	10	21	58	0
50136	5258	12231	4385	2019	10	22	38	0
50136	5258	12231	4385	2019	10	23	11	0
50136	5258	12231	4385	2019	10	24	64	0
50136	5258	12231	4385	2019	10	25	92	0
50136	5258	12231	4385	2019	10	26	67	0
50136	5258	12231	4385	2019	10	27	40	0
50136	5258	12231	4385	2019	10	28	30	0
50136	5258	12231	4385	2019	10	29	37	0
50136	5258	12231	4385	2019	10	30	13	0
50136	5258	12231	4385	2019	10	31	23	0
50246	5221	12443	3619	2019	10	1	79	0
50246	5221	12443	3619	2019	10	2	77	0
50246	5221	12443	3619	2019	10	3	106	0
50246	5221	12443	3619	2019	10	4	106	0
50246	5221	12443	3619	2019	10	5	106	0
50246	5221	12443	3619	2019	10	6	58	0
50246	5221	12443	3619	2019	10	7	87	0
50246	5221	12443	3619	2019	10	8	95	0
50246	5221	12443	3619	2019	10	9	20	0
50246	5221	12443	3619	2019	10	10	81	0
50246	5221	12443	3619	2019	10	11	69	0
50246	5221	12443	3619	2019	10	12	100	0
50246	5221	12443	3619	2019	10	13	94	0
50246	5221	12443	3619	2019	10	14	95	0
50246	5221	12443	3619	2019	10	15	85	0
50246	5221	12443	3619	2019	10	16	96	0
50246	5221	12443	3619	2019	10	17	98	0
50246	5221	12443	3619	2019	10	18	97	0
50246	5221	12443	3619	2019	10	19	93	0
50246	5221	12443	3619	2019	10	20	76	0
50246	5221	12443	3619	2019	10	21	35	0
50246	5221	12443	3619	2019	10	22	23	0
50246	5221	12443	3619	2019	10	23	24	0
50246	5221	12443	3619	2019	10	24	62	0
50246	5221	12443	3619	2019	10	25	68	0
50246	5221	12443	3619	2019	10	26	77	0
50246	5221	12443	3619	2019	10	27	32	0
50246	5221	12443	3619	2019	10	28	33	0
50246	5221	12443	3619	2019	10	29	68	0
50246	5221	12443	3619	2019	10	30	58	0
50246	5221	12443	3619	2019	10	31	31	0
50247	5202	12334	5145	2019	10	1	70	0
50247	5202	12334	5145	2019	10	2	76	0
50247	5202	12334	5145	2019	10	3	99	0
50247	5202	12334	5145	2019	10	4	101	0
50247	5202	12334	5145	2019	10	5	97	0
50247	5202	12334	5145	2019	10	6	70	0
50247	5202	12334	5145	2019	10	7	75	0
50247	5202	12334	5145	2019	10	8	80	0
50247	5202	12334	5145	2019	10	9	27	0
50247	5202	12334	5145	2019	10	10	83	0
50247	5202	12334	5145	2019	10	11	63	0
50247	5202	12334	5145	2019	10	12	92	0
50247	5202	12334	5145	2019	10	13	82	0
50247	5202	12334	5145	2019	10	14	86	0
50247	5202	12334	5145	2019	10	15	73	0
50247	5202	12334	5145	2019	10	16	93	0
50247	5202	12334	5145	2019	10	17	93	0
50247	5202	12334	5145	2019	10	18	93	0
50247	5202	12334	5145	2019	10	19	90	0
50247	5202	12334	5145	2019	10	20	66	0
50247	5202	12334	5145	2019	10	21	41	0
50247	5202	12334	5145	2019	10	22	26	0
50247	5202	12334	5145	2019	10	23	18	0
50247	5202	12334	5145	2019	10	24	60	0
50247	5202	12334	5145	2019	10	25	79	0
50247	5202	12334	5145	2019	10	26	60	0
50247	5202	12334	5145	2019	10	27	45	0
50247	5202	12334	5145	2019	10	28	15	0
50247	5202	12334	5145	2019	10	29	55	0
50247	5202	12334	5145	2019	10	30	50	0
50247	5202	12334	5145	2019	10	31	38	0
50349	5140	12423	5015	2019	10	1	54	0
50349	5140	12424	5015	2019	10	2	43	0
50349	5140	12424	5015	2019	10	3	96	0
50349	5140	12424	5015	2019	10	4	93	0
50349	5140	12424	5015	2019	10	5	83	0
50349	5140	12424	5015	2019	10	6	10	0
50349	5140	12424	5015	2019	10	7	51	0
50349	5140	12424	5015	2019	10	8	72	0
50349	5140	12424	5015	2019	10	9	14	0
50349	5140	12424	5015	2019	10	10	25	0
50349	5140	12424	5015	2019	10	11	11	0
50349	5140	12424	5015	2019	10	12	87	0
50349	5140	12424	5015	2019	10	13	69	0
50349	5140	12424	5015	2019	10	14	89	0
50349	5140	12424	5015	2019	10	15	58	0
50349	5140	12424	5015	2019	10	16	84	0
50349	5140	12423	5015	2019	10	17	92	0
50349	5140	12423	5015	2019	10	18	92	0
50349	5140	12423	5015	2019	10	19	87	0
50349	5140	12423	5015	2019	10	20	48	0
50349	5140	12423	5015	2019	10	21	31	0
50349	5140	12423	5015	2019	10	22	7	0
50349	5140	12423	5015	2019	10	23	0	0
50349	5140	12423	5015	2019	10	24	25	0
50349	5140	12423	5015	2019	10	25	27	0
